,PUMA,NP,ACCESS,BATH,BDSP,BLD,BROADBND,COMPOTHX,DIALUP,ELEFP,ELEP,FS,FULFP,GASFP,HFL,HISPEED,LAPTOP,OTHSVCEX,REFR,RMSP,RNTM,RNTP,SATELLITE,SMARTPHONE,TABLET,TEL,TEN,VEH,WATFP,YBL,GRPIP,HHL,HHLANP,HHT,HINCP,HUPAC,KIT,LNGI,MULTG,MV,NOC,NPP,NR,PARTNER,PSF,R18,R65,RESMODE,SRNT,SSMC,WGTP_CLT,AMI,AFF_OCC,COST_BURDALL,Cluster
1369,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,7,No,No,No,Valid monthly electricity cost in ELEP,90.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,890.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,7,33.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,36000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Female householder, male partner",No subfamilies,No person under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,175.93,61 to 80%,61 to 80%,Yes,Cluster 1
1370,Charlotte City (Northwest),1,"Yes, by paying a cell phone company or Internet service provider",Yes,2,6,No,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,Included in rent or in condo fee,Utility gas,Yes,Yes,No,Yes,4,No,1300.0,No,Yes,Yes,Yes,Rented,1 vehicle,Included in rent or in condo fee,8,14.0,English only,9500.0,Nonfamily household: Female householder: Living alone,119000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,58.92,Greater than 120%,81 to 100%,No,Cluster 0
1371,Mecklenburg County (South)--Matthews Town (South),2,"Yes, without paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,4.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,No,No,Yes,6,No,1000.0,No,Yes,No,Yes,Rented,2 vehicles,Valid annual water cost in WATP,7,14.0,English only,9500.0,Married couple household,88000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,36.12,Greater than 120%,51 to 60%,No,Cluster 0
1372,Mecklenburg County (South)--Matthews Town (South),4,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,160.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Electricity,Yes,Yes,No,Yes,6,No,1500.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,9,32.0,English only,9500.0,Married couple household,64800.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,2.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,67.08,81 to 100%,81 to 100%,Yes,Cluster 3
1373,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,3,2,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,No,No,Yes,5,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,6,23.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,74000.0,With children 6 to 17 years only,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,1 or more persons under 18 in household,No person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,214.0,101 to 120%,61 to 80%,No,Cluster 0
1374,Charlotte City (Central),3,"Yes, by paying a cell phone company or Internet service provider",Yes,3,9,Yes,No,No,Valid monthly electricity cost in ELEP,70.0,No,No charge or fuel other than gas or electricity not used,Included in electricity payment,Utility gas,Yes,Yes,No,Yes,4,No,2800.0,No,Yes,No,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2015,15.0,Other Indo-European languages,1278.0,"Other family household: Male householder, no spouse present",225220.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",12 months or less,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,80.0,Greater than 120%,Greater than 120%,No,Cluster 0
1375,Mecklenburg County (East)--Mint Hill & Matthews (North) Towns,1,"Yes, by paying a cell phone company or Internet service provider",Yes,1,6,Yes,No,No,Valid monthly electricity cost in ELEP,110.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,760.0,No,Yes,No,Yes,Rented,1 vehicle,Valid annual water cost in WATP,8,29.0,English only,9500.0,Nonfamily household: Male householder: Living alone,37000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,62.87,61 to 80%,61 to 80%,No,Cluster 1
1376,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,2,9,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,3,No,1700.0,No,Yes,No,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2010,14.0,English only,9500.0,Nonfamily household: Male householder: Not living alone,160490.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",13 to 23 months,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Male householder, female partner",No subfamilies,No person under 18 in household,No person 65 and over,Internet,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,105.07,Greater than 120%,101 to 120%,No,Cluster 0
1377,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,1,9,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,No,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,Yes,No,Yes,2,No,1200.0,No,Yes,Yes,Yes,Rented,2 vehicles,Valid annual water cost in WATP,2010,15.0,English only,9500.0,Nonfamily household: Male householder: Not living alone,101000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,"Male householder, female partner",No subfamilies,No person under 18 in household,No person 65 and over,Mail,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,93.29,Greater than 120%,81 to 100%,No,Cluster 0
1378,Charlotte City (South),2,"No access to the Internet at this house, apartment, or mobile home",Yes,2,6,Yes,No,No,Valid monthly electricity cost in ELEP,80.0,Yes,No charge or fuel other than gas or electricity not used,Valid monthly gas cost in GASP,Utility gas,Yes,No,No,Yes,4,No,100.0,No,No,No,Yes,Rented,1 vehicle,Included in rent or in condo fee,6,17.0,English only,9500.0,"Other family household: Male householder, no spouse present",18700.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",5 to 9 years,0.0,Not a grandparent headed household with no parent present,None,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,209.88,31 to 50%,30% and Below,No,Cluster 1
1379,Charlotte City (Southwest),2,"Yes, by paying a cell phone company or Internet service provider",Yes,3,9,Yes,No,No,Valid monthly electricity cost in ELEP,100.0,Yes,No charge or fuel other than gas or electricity not used,No charge or gas not used,Electricity,Yes,No,No,Yes,6,No,720.0,No,Yes,Yes,Yes,Rented,1 vehicle,No charge,2014,25.0,English only,9500.0,Nonfamily household: Female householder: Not living alone,40000.0,No children,"Yes, has stove or range, refrigerator, and sink with a faucet",At least one person in the household 14 and over speaks English only or speaks English 'very well',"No, not a multigenerational household",2 to 4 years,0.0,Not a grandparent headed household with no parent present,1 or more nonrelatives,No unmarried partner in household,No subfamilies,No person under 18 in household,1 person 65 and over,CATI/CAPI,"A single-family home on less than 10 acres or any other type of building, including mobile homes, with no regard to acreage",Households without a same-sex married couple,94.27,61 to 80%,31 to 50%,No,Cluster 1
